,link,title,sections,time,article text
0,https://news.ltn.com.tw/news/society/breakingnews/745948,7旬翁酒駕撞對向貨車　車毀困車內,"['首頁', '社會']",2013/01/02 10:42,"〔即時新聞／綜合報導〕媒體報導，新北市1名70餘歲的王姓老翁，昨晚11時許，開車行經新北市新莊堤外便道，不料突然與對向貨車相撞，撞擊力道大，造成2車車體嚴重毀損，2車駕駛當時都卡在座位上，所幸在警方搶救後，順利將2人救出送醫，目前並無大礙。詳細案發原因尚待警方進一步釐清。
警方表示，王姓老翁頭部撕裂傷、雙腿膝蓋開放性骨折，酒測值為1.2毫克；而小貨車駕駛則是左小腿脫臼、手腳擦傷，酒測值為0。確切究責尚待警方進一步釐清。"
